# t,x,ts
0.000000000000000000e+00,2.000000000000000042e-02,1.403504014015197754e+00
1.001251600000000082e-02,2.000000000000000042e-02,1.342070221900939941e+00
2.002503200000000164e-02,2.000000000000000042e-02,1.293967962265014648e+00
3.003754800000000072e-02,2.000000000000000042e-02,1.256283879280090332e+00
4.005006299999999686e-02,2.000000000000000042e-02,1.226744532585144043e+00
5.006258000000000236e-02,2.000000000000000042e-02,1.203583240509033203e+00
6.007509700000000091e-02,2.000000000000000042e-02,1.185425758361816406e+00
7.008760999999999464e-02,2.000000000000000042e-02,1.171187996864318848e+00
8.010013000000000549e-02,2.000000000000000042e-02,1.160007715225219727e+00
9.011263999999999386e-02,2.000000000000000042e-02,1.151194334030151367e+00
1.001251600000000047e-01,2.000000000000000042e-02,1.144194483757019043e+00
1.101376699999999931e-01,2.000000000000000042e-02,1.138564825057983398e+00
1.201501900000000039e-01,2.000000000000000042e-02,1.133953928947448730e+00
1.301626999999999923e-01,2.000000000000000042e-02,1.130086421966552734e+00
1.401752199999999893e-01,2.000000000000000042e-02,1.126752734184265137e+00
1.501877299999999915e-01,2.000000000000000042e-02,1.123795509338378906e+00
1.602002499999999885e-01,2.000000000000000042e-02,1.121104359626770020e+00
1.702127800000000080e-01,2.000000000000000042e-02,1.118601441383361816e+00
1.802252799999999877e-01,2.000000000000000042e-02,1.116239905357360840e+00
1.902378000000000124e-01,2.000000000000000042e-02,1.113994240760803223e+00
2.002503099999999869e-01,2.000000000000000042e-02,1.111857175827026367e+00
2.102628400000000064e-01,2.000000000000000042e-02,1.109830260276794434e+00
2.202753399999999862e-01,2.000000000000000042e-02,1.107926607131958008e+00
2.302878600000000109e-01,2.000000000000000042e-02,1.106160402297973633e+00
2.403003900000000026e-01,2.000000000000000042e-02,1.104549407958984375e+00
2.503129000000000048e-01,2.000000000000000042e-02,1.103114008903503418e+00
2.603254300000000243e-01,2.000000000000000042e-02,1.101869702339172363e+00
2.703379399999999988e-01,2.000000000000000042e-02,1.100832581520080566e+00
